Frame#,Time,C7_X,C7_Y,C7_Z,LANK_X,LANK_Y,LANK_Z,LASI_X,LASI_Y,LASI_Z,LELB_X,LELB_Y,LELB_Z,LFIN_X,LFIN_Y,LFIN_Z,LHEE_X,LHEE_Y,LHEE_Z,LKNE_X,LKNE_Y,LKNE_Z,LPSI_X,LPSI_Y,LPSI_Z,LSHO_X,LSHO_Y,LSHO_Z,LTOE_X,LTOE_Y,LTOE_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,RANK_X,RANK_Y,RANK_Z,RELB_X,RELB_Y,RELB_Z,RFIN_X,RFIN_Y,RFIN_Z,RHEE_X,RHEE_Y,RHEE_Z,RKNE_X,RKNE_Y,RKNE_Z,RPSI_X,RPSI_Y,RPSI_Z,RSHO_X,RSHO_Y,RSHO_Z,RTOE_X,RTOE_Y,RTOE_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,STRN_X,STRN_Y,STRN_Z
239,2.37511,-0.215135,0.88778,0.00949925,-0.216261,0.0954014,0.221251,-0.094204,0.475264,0.183335,-0.53522,0.615714,0.271222,-0.612111,0.783113,0.052851,-0.145504,0.0620681,0.164563,-0.431561,0.415388,0.293774,0.0253619,0.489582,0.0592467,-0.309455,0.864537,0.182621,-0.382679,0.0691187,0.189263,-0.580591,0.6961,0.0460836,-0.649222,0.701602,0.0724699,-0.210062,0.0999875,-0.191656,-0.492555,0.603684,-0.269203,-0.61696,0.787048,-0.0687439,-0.150873,0.0585688,-0.113684,-0.400638,0.425659,-0.27332,0.0249241,0.485766,0.00522439,-0.315801,0.853875,-0.155861,-0.372554,0.0641979,-0.189994,-0.570247,0.699033,-0.058992,-0.638909,0.698043,-0.0843989,-0.356972,0.615185,0.0214114
240,2.38509,-0.215133,0.888184,0.00954586,-0.216254,0.0953898,0.221238,-0.0940341,0.475776,0.183344,-0.535166,0.616014,0.271283,-0.612093,0.783505,0.0530063,-0.145488,0.0620312,0.164565,-0.431491,0.41545,0.29329,0.0255315,0.490111,0.0591725,-0.30947,0.864951,0.18272,-0.382664,0.0691123,0.189253,-0.580587,0.696481,0.0462077,-0.64922,0.701981,0.0725931,-0.210048,0.0999847,-0.191607,-0.492666,0.603894,-0.269065,-0.616887,0.787373,-0.0686064,-0.150891,0.0585494,-0.113668,-0.400555,0.425797,-0.273196,0.0250521,0.48625,0.00510717,-0.315817,0.854107,-0.155828,-0.372538,0.064226,-0.190036,-0.570137,0.699306,-0.0586821,-0.638791,0.698327,-0.0841075,-0.356828,0.615385,0.0216078
241,2.39507,-0.215135,0.888655,0.00959825,-0.216238,0.095373,0.221233,-0.0939363,0.476395,0.183356,-0.535021,0.616357,0.271342,-0.612025,0.783931,0.0531392,-0.14547,0.0620072,0.164573,-0.431702,0.415444,0.292939,0.0256823,0.490742,0.059131,-0.309453,0.865462,0.18281,-0.382647,0.0691278,0.189259,-0.580532,0.696875,0.0463363,-0.649168,0.702375,0.0727209,-0.210051,0.0999815,-0.191567,-0.492754,0.604149,-0.268905,-0.616863,0.787662,-0.0684808,-0.150911,0.0585463,-0.113651,-0.400395,0.425976,-0.273081,0.0251719,0.486864,0.00501643,-0.31587,0.854444,-0.155796,-0.372538,0.0642313,-0.190077,-0.56999,0.699503,-0.058336,-0.638635,0.698534,-0.08378,-0.356648,0.615732,0.0218694
242,2.40505,-0.215175,0.88922,0.00963809,-0.216207,0.0953662,0.22121,-0.0938942,0.477064,0.18336,-0.53481,0.616746,0.271403,-0.611892,0.784361,0.0532431,-0.145437,0.0619879,0.164572,-0.432099,0.415432,0.292646,0.0258357,0.491508,0.0591269,-0.309396,0.866075,0.182913,-0.382627,0.0691367,0.189253,-0.580406,0.697303,0.0464427,-0.649045,0.702801,0.0728263,-0.210036,0.0999846,-0.191542,-0.49281,0.60447,-0.268755,-0.61666,0.787836,-0.0682123,-0.150926,0.058552,-0.113647,-0.400172,0.426177,-0.273019,0.0252832,0.487619,0.00499313,-0.315966,0.854891,-0.155764,-0.372516,0.0642389,-0.190129,-0.569779,0.699636,-0.0579515,-0.638415,0.698678,-0.083414,-0.356458,0.616215,0.0221671
243,2.41503,-0.215242,0.889918,0.00964434,-0.216176,0.0953587,0.221165,-0.0938893,0.477833,0.183417,-0.534543,0.617212,0.271486,-0.611715,0.784788,0.0533496,-0.145426,0.0619673,0.164554,-0.432331,0.415473,0.292305,0.0260158,0.492413,0.059186,-0.309306,0.866798,0.183022,-0.382615,0.0691341,0.189251,-0.580225,0.697735,0.0465115,-0.648867,0.703233,0.0728942,-0.210012,0.0999662,-0.191527,-0.492814,0.604879,-0.268632,-0.616534,0.788068,-0.0680977,-0.150931,0.0585581,-0.11364,-0.399912,0.426366,-0.272998,0.0253974,0.488515,0.00506855,-0.316093,0.855469,-0.155732,-0.372481,0.0642756,-0.190193,-0.569581,0.699801,-0.05755,-0.638209,0.698853,-0.0830311,-0.356328,0.616844,0.0224711
244,2.42501,-0.215325,0.890774,0.00963699,-0.216162,0.095359,0.221092,-0.0938878,0.478795,0.183605,-0.534222,0.617765,0.271596,-0.611531,0.785201,0.05345,-0.145444,0.0619647,0.164531,-0.432452,0.415575,0.291893,0.0262111,0.493489,0.0593662,-0.309238,0.867637,0.183106,-0.38261,0.0691417,0.189253,-0.58004,0.69816,0.0466062,-0.648684,0.703657,0.0729881,-0.209977,0.0999579,-0.191527,-0.492757,0.605347,-0.268513,-0.616475,0.788355,-0.0680191,-0.15094,0.0585606,-0.113647,-0.399632,0.426552,-0.273028,0.025496,0.489553,0.00521513,-0.316238,0.856185,-0.155696,-0.372443,0.0643247,-0.190274,-0.569394,0.700027,-0.057147,-0.638013,0.699089,-0.0826466,-0.356282,0.617594,0.022754
245,2.43499,-0.215429,0.891796,0.00964431,-0.216153,0.095364,0.221029,-0.0938873,0.479924,0.183868,-0.533853,0.618403,0.271741,-0.611348,0.785637,0.0535808,-0.145465,0.0619675,0.164512,-0.432479,0.415688,0.291374,0.0263502,0.494727,0.0596315,-0.309246,0.868608,0.183173,-0.38261,0.0691551,0.189253,-0.579775,0.69857,0.0466681,-0.648421,0.704066,0.0730491,-0.209945,0.0999669,-0.191535,-0.492611,0.605916,-0.26838,-0.616319,0.788639,-0.0678109,-0.150963,0.0585596,-0.11367,-0.399312,0.426737,-0.273109,0.0255917,0.490763,0.00541955,-0.316386,0.857023,-0.155663,-0.372409,0.0643846,-0.190379,-0.569206,0.700343,-0.0567787,-0.637816,0.699416,-0.0822969,-0.356276,0.618478,0.022999
246,2.44497,-0.21551,0.893001,0.00965974,-0.216146,0.0953566,0.220991,-0.0937893,0.481034,0.183892,-0.533454,0.619102,0.27191,-0.611149,0.7861,0.0537473,-0.14547,0.0619485,0.164506,-0.432482,0.415729,0.290835,0.0264789,0.496143,0.0599247,-0.309306,0.869726,0.18322,-0.382602,0.0691622,0.189242,-0.579496,0.698982,0.0467539,-0.648145,0.704477,0.073134,-0.209909,0.0999643,-0.191538,-0.492425,0.606626,-0.268271,-0.616244,0.789055,-0.0676346,-0.151015,0.0585655,-0.113715,-0.398958,0.426917,-0.2732,0.0257092,0.492146,0.00566745,-0.316518,0.858007,-0.155641,-0.372359,0.0644223,-0.190507,-0.569036,0.700747,-0.0564622,-0.637639,0.69983,-0.0819989,-0.356245,0.619517,0.0231799
247,2.45495,-0.215635,0.894352,0.00969374,-0.21614,0.0953367,0.220959,-0.0936835,0.482332,0.183971,-0.533022,0.61988,0.2721,-0.61097,0.786563,0.053956,-0.145447,0.061942,0.164535,-0.432734,0.415686,0.290533,0.0265943,0.497739,0.0602065,-0.3094,0.870998,0.183255,-0.382595,0.0691557,0.189221,-0.579222,0.699421,0.046874,-0.647873,0.704915,0.0732531,-0.209846,0.0999597,-0.191552,-0.492199,0.60743,-0.268127,-0.616077,0.78953,-0.0674099,-0.151029,0.058579,-0.113734,-0.398648,0.427145,-0.273318,0.0258,0.49368,0.00591408,-0.316616,0.859144,-0.155638,-0.372279,0.0644711,-0.190634,-0.568856,0.701194,-0.0561881,-0.63745,0.700288,-0.0817434,-0.356243,0.62069,0.0232542
248,2.46493,-0.215766,0.895873,0.00970833,-0.21615,0.0953265,0.220947,-0.0936075,0.483838,0.184169,-0.532541,0.620756,0.272312,-0.610838,0.787036,0.0541823,-0.14543,0.0619414,0.164564,-0.433199,0.415565,0.290499,0.026643,0.499503,0.060472,-0.309516,0.872427,0.183301,-0.382606,0.0691189,0.189176,-0.57896,0.699889,0.047023,-0.647614,0.705382,0.0734013,-0.209732,0.0999632,-0.191589,-0.49191,0.608369,-0.268001,-0.615852,0.790063,-0.0671424,-0.151007,0.0585768,-0.113727,-0.398326,0.427336,-0.273394,0.0258841,0.49542,0.00617357,-0.316698,0.860432,-0.155633,-0.372175,0.0645539,-0.190778,-0.568721,0.701787,-0.0559693,-0.637306,0.700891,-0.0815431,-0.356238,0.622024,0.0232887
