Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40,RASI
499,0.0236852,0.0212125,0.00839962,0.0445562,0.0160464,0.0180979,0.0225836,0.0128624,0.0049149,0.0112773,0.0133291,0.0237215,0.0215044,0.00968383,0.00275197,0.0177611,0.0228682,0.012107,0.0140601,0.00916815,0.0146013,0.0237867,0.0173513,0.0249154,0.0244757,0.0177534,0.0165309,0.0138964,0.0254718,0.0244034,0.0132156,0.00794101,0.013895,0.00934408,0.00436193,0.0244188,0.0277352,0.0496514,0,0,0.0519074
500,0.0229911,0.0203566,0.00798569,0.0446628,0.0156456,0.0181927,0.0229345,0.0121242,0.00524782,0.0108564,0.0135794,0.0238565,0.0209174,0.00956039,0.0031328,0.0177699,0.0228211,0.0118565,0.0138524,0.00962623,0.0145677,0.0251257,0.017545,0.0265486,0.0243594,0.0173469,0.0174335,0.0147882,0.0253806,0.023807,0.0121016,0.00833262,0.0161172,0.00959798,0.00486098,0.0242929,0.0265089,0.050099,0,0,0.0517441
501,0.0223821,0.0194025,0.00753847,0.0447519,0.0152969,0.0183472,0.0234397,0.0113302,0.00563022,0.0104702,0.0138058,0.0239472,0.0203288,0.00957853,0.00351098,0.0177639,0.02277,0.0118071,0.0136995,0.0100331,0.014562,0.0265079,0.0175944,0.028201,0.024021,0.0169564,0.0180511,0.0155353,0.0252725,0.0231808,0.0112751,0.00878822,0.0182998,0.00981993,0.00520375,0.0239825,0.0251906,0.0504696,0,0,0.0516058
502,0.021909,0.0184026,0.00710041,0.0448283,0.0150262,0.0185234,0.0240842,0.0105321,0.00604285,0.0101106,0.0140038,0.0240004,0.0197959,0.00955837,0.0039394,0.017754,0.0226598,0.0119881,0.013596,0.0103731,0.0146096,0.0278783,0.017567,0.029885,0.0236696,0.0165802,0.0185367,0.0161166,0.0251844,0.0224896,0.0108018,0.00929237,0.0203138,0.0100226,0.0055394,0.0237223,0.023865,0.0507412,0,0,0.0514254
503,0.0215725,0.0173935,0.00684995,0.0452554,0.0148023,0.0187079,0.0248699,0.00979396,0.00654857,0.0097684,0.0141388,0.0240787,0.019326,0.00942667,0.00443231,0.0177662,0.0224486,0.0121275,0.0135064,0.0106478,0.0146925,0.0292203,0.017448,0.0316542,0.0230682,0.0162172,0.0189808,0.0166147,0.0250867,0.0217758,0.0106759,0.00985025,0.0221695,0.0102289,0.00587851,0.0235169,0.0224863,0.0509042,0,0,0.05116
504,0.0213019,0.0164167,0.00661226,0.0455421,0.014674,0.0188604,0.0257753,0.00914675,0.0071339,0.00943417,0.0143783,0.0242349,0.0189039,0.00917734,0.00498779,0.0178113,0.0221413,0.0121606,0.013405,0.0108722,0.0148069,0.0305349,0.0172525,0.0334665,0.0222999,0.0158389,0.0192228,0.0171406,0.0249978,0.0211468,0.0108753,0.0104417,0.0238061,0.0104421,0.00611896,0.0231291,0.0210534,0.0509407,0,0,0.0509263
505,0.0210834,0.0155061,0.00639214,0.0461616,0.0147198,0.0189676,0.0267792,0.00863013,0.00775067,0.00916333,0.0146989,0.0245486,0.0185655,0.0088421,0.00547914,0.0177833,0.0218108,0.0121748,0.0132583,0.0110169,0.0148881,0.0318557,0.017025,0.0353036,0.0217135,0.0154433,0.0191848,0.0177188,0.0249703,0.020691,0.0112997,0.0110209,0.0250446,0.0106942,0.00638422,0.0226356,0.0195327,0.0508836,0,0,0.0509152
506,0.0208932,0.0147222,0.00622127,0.0469028,0.0148245,0.0190399,0.0278725,0.00827088,0.00834354,0.00897595,0.0150542,0.024966,0.0182904,0.00849315,0.00584826,0.0176937,0.0214829,0.0122331,0.0131136,0.0110528,0.0148926,0.0332091,0.0167782,0.0371877,0.0211296,0.0150554,0.0189182,0.0182465,0.0250279,0.0204097,0.0118796,0.0115879,0.0257958,0.0109826,0.00649217,0.0220729,0.0181138,0.0507963,0,0,0.0508644
507,0.0207156,0.0140549,0.00608728,0.0473574,0.0145222,0.019098,0.0290471,0.00801434,0.00893569,0.00883525,0.015413,0.0254136,0.0180012,0.00820655,0.00605488,0.0175763,0.0212022,0.0120689,0.0130137,0.0109625,0.0148281,0.0345221,0.016523,0.0391136,0.0204353,0.014678,0.0185689,0.0186637,0.0250897,0.0202666,0.0125892,0.0121514,0.0260318,0.0112569,0.00647349,0.0215494,0.0168997,0.0506508,0,0,0.0507018
508,0.0205556,0.0134461,0.00598265,0.0478373,0.0142597,0.0191988,0.0302844,0.00782764,0.00949824,0.00874678,0.015713,0.0257546,0.017717,0.0080071,0.00614891,0.0174929,0.0210138,0.0117017,0.0129672,0.0108352,0.0147048,0.0357705,0.0162783,0.0410321,0.0196707,0.0143495,0.0181886,0.0188047,0.0251338,0.0201284,0.0134407,0.0127149,0.025825,0.0114942,0.00640341,0.021061,0.0159373,0.0504288,0,0,0.0504903
509,0.0204575,0.0128646,0.00589557,0.0482043,0.0141759,0.0193314,0.0315497,0.00771748,0.0100621,0.00870102,0.015896,0.0259506,0.0174682,0.00790686,0.00623965,0.0174532,0.020913,0.0117083,0.0129725,0.0107859,0.0145289,0.0370196,0.0160276,0.0429122,0.0187882,0.0139543,0.0178373,0.0185505,0.0251656,0.0200059,0.0143183,0.013248,0.0255314,0.011682,0.00625767,0.0204797,0.0150904,0.0501176,0,0,0.0503112
510,0.0204408,0.0123342,0.00581511,0.0487765,0.0140542,0.0194348,0.0327712,0.00769148,0.0106628,0.00865511,0.0159936,0.0260531,0.017279,0.00789903,0.00624502,0.0174463,0.02087,0.0119984,0.0129899,0.0109025,0.0143442,0.0382399,0.0157266,0.044748,0.0178968,0.0134811,0.0176016,0.0179555,0.0251922,0.0199059,0.0150379,0.0136752,0.0252859,0.0117939,0.00604466,0.0197916,0.0142534,0.0497042,0,0,0.0501091
511,0.0204932,0.011864,0.00574651,0.0492678,0.0136012,0.0194646,0.0339539,0.00776744,0.0112554,0.00862943,0.0160994,0.0262177,0.0171271,0.00792614,0.00638217,0.0174442,0.0208097,0.0122602,0.0129964,0.0112409,0.0142029,0.0394073,0.0153491,0.0465275,0.0170584,0.0129568,0.0174271,0.0171284,0.0252639,0.0198541,0.0155501,0.0139225,0.0250767,0.0118492,0.00575913,0.0190243,0.0134862,0.049228,0,0,0.0498235
512,0.0205496,0.0114472,0.00570788,0.0496394,0.0132091,0.0194253,0.0351014,0.00798622,0.0118391,0.00878994,0.0162519,0.0264697,0.0169999,0.00797731,0.00646411,0.0174767,0.0207482,0.0123474,0.0128819,0.0116201,0.0141419,0.0405759,0.0149252,0.0482705,0.0163011,0.0124545,0.0172273,0.0161719,0.0253805,0.0198411,0.0157876,0.0138876,0.024989,0.0118456,0.00537146,0.0181387,0.0128917,0.0487842,0,0,0.0492658
513,0.020522,0.0110927,0.00573182,0.0499917,0.0128009,0.0193197,0.0362358,0.00829586,0.0123664,0.00916915,0.0164495,0.0267706,0.0168828,0.00799552,0.00642703,0.0175464,0.0207589,0.0125159,0.0128563,0.011701,0.0141671,0.0416653,0.0145147,0.0499478,0.015539,0.012025,0.0168844,0.0152381,0.0254212,0.0199096,0.0158444,0.0136125,0.0248384,0.0118325,0.00494482,0.0171812,0.0124763,0.0485618,0,0,0.0482647
514,0.0203686,0.0107366,0.00578669,0.0503906,0.0122975,0.0191993,0.0373663,0.00864947,0.0127692,0.00946252,0.0166288,0.0270088,0.016769,0.00793955,0.00613483,0.0176273,0.0208811,0.0128168,0.0128783,0.0115064,0.0142758,0.0426646,0.014138,0.0515673,0.0148573,0.0116859,0.0164614,0.0145298,0.0253579,0.0200127,0.015837,0.0131723,0.0243091,0.0118383,0.0047267,0.0163499,0.0122673,0.0486698,0,0,0.0479465
515,0.020175,0.0103364,0.0058012,0.0507745,0.011794,0.0190829,0.0384872,0.00906461,0.0130794,0.00965857,0.0166541,0.0271244,0.0166713,0.00775928,0.00593408,0.017703,0.0210974,0.0132084,0.0128722,0.0114263,0.0144064,0.0436331,0.0137694,0.0531433,0.0142944,0.0114531,0.0162326,0.0140293,0.0253779,0.0200948,0.0157861,0.0126135,0.0236409,0.0118557,0.00492506,0.0155747,0.0122305,0.049026,0,0,0.0499228
516,0.019964,0.00988028,0.00574896,0.0511391,0.0118369,0.0189562,0.0395661,0.00964415,0.0133109,0.00986094,0.0164826,0.0271482,0.0165721,0.0074289,0.00563374,0.0177397,0.0213553,0.0135412,0.0127978,0.0112334,0.0145184,0.04461,0.0133802,0.0546528,0.0136527,0.01136,0.0159714,0.0136677,0.0252297,0.0200775,0.0156777,0.0119952,0.0229466,0.011873,0.00524016,0.0149027,0.0122831,0.0494931,0,0,0.0528384
517,0.0198048,0.00936787,0.00577612,0.0514803,0.0120522,0.0188347,0.0405962,0.0103189,0.0134813,0.0100915,0.0162034,0.0271093,0.0164139,0.00697342,0.00515062,0.0177098,0.0215994,0.0137587,0.0126275,0.0110941,0.014598,0.04554,0.0129952,0.0560757,0.0129873,0.0113413,0.0156788,0.0133225,0.0249223,0.0199657,0.0154869,0.0113919,0.0222333,0.0118769,0.00558627,0.0143217,0.0123586,0.0496663,0,0,0.0555403
518,0.0197034,0.00880513,0.00589705,0.0518371,0.0120559,0.0186371,0.0415745,0.0110575,0.0135406,0.0102912,0.0158525,0.0269984,0.0160946,0.00640678,0.00472082,0.0176632,0.0218238,0.0138775,0.0123091,0.0110655,0.0146236,0.0463979,0.0125979,0.057415,0.0123862,0.011194,0.0154142,0.0129175,0.0245983,0.0197821,0.0152232,0.0108304,0.0215847,0.0118483,0.00575582,0.0137952,0.0123709,0.0498888,0,0,0.0577293
519,0.0196723,0.00825293,0.00605282,0.0522446,0.0121372,0.0183162,0.0424749,0.0118518,0.0134437,0.0104456,0.0154832,0.0268791,0.0156563,0.00576232,0.00448486,0.0176552,0.022035,0.0139343,0.0119075,0.0111265,0.0146019,0.0472154,0.0122202,0.0586131,0.0118973,0.0110787,0.0151858,0.0124643,0.0243529,0.0196093,0.0149569,0.0102672,0.0211909,0.0117992,0.00595849,0.0132626,0.0122543,0.0497493,0,0,0.0594691
520,0.0196496,0.00776395,0.006134,0.0527134,0.0123228,0.0179513,0.0432771,0.0127097,0.0132182,0.0105404,0.0152044,0.0268761,0.0152438,0.00507695,0.00439536,0.0176564,0.0221956,0.0139569,0.0114188,0.0112477,0.014612,0.0479663,0.0118097,0.0596536,0.0114672,0.0110095,0.014962,0.0120123,0.0241891,0.019535,0.014805,0.00965815,0.0209783,0.0117136,0.00615403,0.0127848,0.0120028,0.0497076,0,0,0.0608089
521,0.019604,0.00737088,0.00616217,0.0532226,0.0125819,0.0177667,0.0439829,0.0135191,0.0129178,0.0105367,0.0150952,0.0270465,0.0148296,0.00441329,0.0043496,0.0174201,0.0222763,0.0140478,0.0108804,0.0113544,0.0147148,0.0486134,0.0113855,0.0605402,0.0110469,0.0109247,0.0146597,0.0116396,0.0240639,0.0195677,0.0149056,0.00896084,0.0209051,0.0116348,0.00622697,0.0123419,0.0115969,0.0498357,0,0,0.0617876
522,0.019522,0.00706435,0.00618535,0.0537356,0.0129213,0.0176744,0.0445942,0.0142066,0.0125552,0.0104579,0.0151196,0.0273398,0.0144038,0.00383897,0.00443839,0.0171679,0.0222612,0.0141625,0.0103415,0.0114147,0.0149294,0.0491427,0.0110596,0.0612997,0.0106187,0.0108113,0.0141341,0.0114119,0.0239513,0.0197195,0.0153831,0.00821089,0.0207091,0.0115781,0.00623045,0.0119011,0.0110688,0.0500138,0,0,0.0625786
523,0.0194175,0.0068339,0.00622661,0.054217,0.0133898,0.0176942,0.0450943,0.0148076,0.0121511,0.0104662,0.0152209,0.027699,0.014031,0.00338771,0.0045838,0.0169998,0.0221926,0.0142174,0.00993465,0.0114256,0.0152429,0.0495884,0.0107817,0.0619093,0.0101677,0.0106787,0.0132724,0.0113871,0.0238297,0.0199637,0.0160261,0.0074665,0.0202887,0.011556,0.00614624,0.0114656,0.0104711,0.0501823,0,0,0.0633066
524,0.0193619,0.00665809,0.00627107,0.0546524,0.0140133,0.0177518,0.0455014,0.0152593,0.0117399,0.010537,0.0152736,0.02811,0.0137491,0.00310746,0.00463361,0.0168677,0.022111,0.0143169,0.00959825,0.0114381,0.0155963,0.0499815,0.0105225,0.0623187,0.00969417,0.0105021,0.0122835,0.0114006,0.0237543,0.0202478,0.0166548,0.00675897,0.0195672,0.0115445,0.00603286,0.011018,0.00989717,0.0502961,0,0,0.0640663
525,0.0193083,0.00650382,0.00631603,0.0550314,0.0148098,0.0178679,0.0458497,0.0155117,0.0113501,0.0106351,0.0152155,0.0285907,0.0135422,0.00307828,0.00456858,0.0167738,0.0219358,0.0144601,0.00934132,0.0114842,0.0159607,0.0503032,0.0102579,0.0625736,0.00922542,0.0102727,0.0113101,0.0112886,0.0237712,0.0205011,0.0172426,0.00608492,0.0185205,0.0115286,0.00602551,0.0105612,0.00939284,0.0503424,0,0,0.0649204
526,0.0192613,0.00635389,0.0063649,0.0553702,0.0156098,0.0180206,0.0461404,0.0155773,0.0109761,0.0107502,0.0151533,0.0291391,0.01337,0.00326577,0.00460714,0.0167251,0.02168,0.0145443,0.009163,0.0114984,0.0163072,0.050505,0.0100589,0.0626916,0.00878456,0.00999405,0.0102973,0.0109652,0.0239232,0.0206553,0.0178363,0.00552075,0.0171661,0.0114902,0.00612497,0.0101548,0.00896086,0.0502568,0,0,0.0658337
527,0.0192375,0.00617776,0.00641588,0.0556827,0.0164189,0.0181516,0.0463745,0.015453,0.0106129,0.0108795,0.0151876,0.0296983,0.013212,0.00350329,0.00487321,0.01672,0.021337,0.0146015,0.00901423,0.0113489,0.0165851,0.0506255,0.00995982,0.0627147,0.00844143,0.00968913,0.00928239,0.0104698,0.0241756,0.0207376,0.0184025,0.00504574,0.0156234,0.0113769,0.00619304,0.00985555,0.00858604,0.050118,0,0,0.0668141
528,0.019248,0.00604578,0.00646639,0.0559617,0.0171341,0.0182448,0.0465567,0.015143,0.0102938,0.0110191,0.0152482,0.0302166,0.0130269,0.00382189,0.00518563,0.0167274,0.0209456,0.0146268,0.00889145,0.0110872,0.0167792,0.0506854,0.00996097,0.0626611,0.00827365,0.0093895,0.0084214,0.00979067,0.0244478,0.020792,0.0189449,0.00458765,0.0140529,0.0112,0.00626137,0.00961722,0.00824917,0.050154,0,0,0.0677993
529,0.0193318,0.00596418,0.00649718,0.0561803,0.0177559,0.0183339,0.046675,0.0146949,0.0100009,0.0111597,0.0153188,0.0306591,0.0127949,0.00418633,0.0052024,0.0167645,0.0204076,0.0146574,0.00885425,0.0109885,0.0168743,0.0506838,0.0099156,0.0624845,0.00834982,0.00911444,0.00781321,0.00903662,0.0246531,0.0208525,0.019469,0.00418082,0.0125756,0.0110256,0.00629759,0.00943114,0.00794434,0.0504935,0,0,0.0687158
530,0.0194339,0.00592327,0.00650131,0.0564251,0.0186116,0.018406,0.0467436,0.0141934,0.00973051,0.0112798,0.0154422,0.0310161,0.0125232,0.00455177,0.00527352,0.0168493,0.0197513,0.0146258,0.00891805,0.0111868,0.0169106,0.0506646,0.00983652,0.0622126,0.00866148,0.00886741,0.00722468,0.00832526,0.0247669,0.0209689,0.0200767,0.00388963,0.0110504,0.0108873,0.00628646,0.00931998,0.00777165,0.0504482,0,0,0.0694872
531,0.0194944,0.0058724,0.00647176,0.0566364,0.0194047,0.018496,0.0467815,0.0136134,0.00948578,0.0113977,0.0155841,0.0312673,0.0122636,0.00497338,0.00536052,0.0169623,0.0190734,0.014503,0.00904142,0.011272,0.0169515,0.050586,0.0097954,0.0618767,0.00916402,0.00867715,0.00659518,0.00775103,0.0247592,0.021178,0.0208312,0.00363713,0.0095575,0.0107952,0.00633572,0.00925726,0.00778815,0.0500044,0,0,0.0700573
532,0.0194954,0.00584237,0.00642549,0.056765,0.0200901,0.018613,0.0467618,0.0129506,0.00924779,0.0115174,0.0156934,0.0313664,0.0120406,0.00537085,0.00530227,0.0170933,0.0183976,0.0144062,0.00909822,0.0112428,0.0169966,0.0504172,0.00994529,0.0614914,0.00975658,0.0085354,0.00596896,0.00733368,0.0246397,0.0214522,0.0216459,0.00346157,0.00816782,0.0107846,0.00630604,0.00920238,0.00795013,0.0497419,0,0,0.0704894
533,0.0194837,0.00585257,0.00635988,0.0567809,0.0207064,0.0187667,0.0466999,0.0122473,0.00903187,0.0116437,0.0156924,0.031367,0.0118906,0.00569031,0.00513379,0.0172428,0.0176557,0.0143894,0.00922735,0.011142,0.0170431,0.0502239,0.0101504,0.0610677,0.0103447,0.00842884,0.00527102,0.00712811,0.0244737,0.0217482,0.0223979,0.00343709,0.00681395,0.0108479,0.00616722,0.00916219,0.00823276,0.0496086,0,0,0.0708848
534,0.0194867,0.00594831,0.00627164,0.0566599,0.0213102,0.0189228,0.0466111,0.0116074,0.00881079,0.0117487,0.015639,0.0313452,0.0118377,0.00589052,0.00501871,0.0173903,0.016811,0.0143391,0.00931269,0.011009,0.0170563,0.0500399,0.0105177,0.0605912,0.0108506,0.00838689,0.00459965,0.00707481,0.0243409,0.0220203,0.0229949,0.00339934,0.00567107,0.010942,0.00595519,0.00914187,0.00859545,0.0496148,0,0,0.0713261
535,0.0194988,0.0061153,0.00615177,0.0564159,0.0219879,0.01905,0.0464921,0.0109803,0.00854287,0.0118032,0.0155881,0.0313136,0.0118296,0.00595046,0.00506612,0.0175271,0.0158696,0.0142894,0.00935846,0.0108412,0.0170034,0.0498406,0.0108573,0.0601244,0.0112628,0.00840767,0.00409468,0.00705556,0.0242674,0.0222682,0.0233776,0.00338602,0.00484249,0.0109983,0.00572935,0.00916513,0.00893561,0.0496428,0,0,0.0718591
536,0.0194877,0.00635881,0.00600714,0.0560814,0.0226774,0.0191457,0.0463503,0.0103584,0.00825518,0.0118255,0.0155269,0.031252,0.0118165,0.00594533,0.00513291,0.0176506,0.014893,0.014244,0.0094075,0.0106051,0.0168632,0.0496595,0.0110946,0.0596363,0.0115506,0.00848409,0.00389145,0.0070036,0.0242367,0.0225114,0.0235644,0.00346612,0.00448142,0.0109984,0.00548181,0.00924395,0.00921306,0.0496486,0,0,0.0724604
537,0.0195058,0.00669995,0.00584519,0.0556932,0.022953,0.0192142,0.0461585,0.00976816,0.0079905,0.0118285,0.0154694,0.0311728,0.0118574,0.00585806,0.00505043,0.0177601,0.0139869,0.0141537,0.00944811,0.0102458,0.0166597,0.04949,0.0112589,0.0591479,0.0117583,0.00863111,0.0040753,0.00698137,0.0242427,0.0227689,0.0236032,0.0036492,0.00476861,0.0109106,0.00522424,0.00933801,0.0094692,0.0496781,0,0,0.0730751
538,0.019533,0.00709926,0.00565825,0.0552782,0.0233415,0.0192502,0.045836,0.00923356,0.00773722,0.0118157,0.0154374,0.0311041,0.0118452,0.00538283,0.00491216,0.0178405,0.0132225,0.0140518,0.00948348,0.00969386,0.0164261,0.0493327,0.0114609,0.0586328,0.0118525,0.00886403,0.00477015,0.00692192,0.0242939,0.0230201,0.0235596,0.0039542,0.00572714,0.0107792,0.00508252,0.00946479,0.00970992,0.049735,0,0,0.0736385
539,0.0195568,0.00748875,0.005469,0.054899,0.0239812,0.0192691,0.0454345,0.00876264,0.00751017,0.0117596,0.0154124,0.0310836,0.011765,0.00466783,0.00493961,0.0178885,0.0126758,0.013984,0.0095075,0.00878248,0.0162085,0.0491696,0.011578,0.0580899,0.0118668,0.00918201,0.00569702,0.00679071,0.0244225,0.0232941,0.0234978,0.00426007,0.00667137,0.0106736,0.00493006,0.00966055,0.00998823,0.0496158,0,0,0.074125
540,0.0195321,0.00783915,0.00528334,0.0545706,0.0244151,0.0192772,0.0449712,0.00838695,0.00733166,0.0116755,0.0153569,0.0311351,0.0117353,0.00426945,0.00502403,0.0179126,0.0122251,0.0139247,0.0095326,0.00755057,0.016025,0.0490044,0.0116225,0.0575139,0.0118509,0.00954128,0.00598,0.00661489,0.0246114,0.0235832,0.0234534,0.00425752,0.00653699,0.0106615,0.00474931,0.00985574,0.0102936,0.0493842,0,0,0.0745241
541,0.0194739,0.00815048,0.00508481,0.0543083,0.0247737,0.0192789,0.0444728,0.00811388,0.00721645,0.011599,0.0152276,0.0312587,0.011708,0.00376549,0.00491546,0.0179189,0.0118323,0.0138639,0.00953978,0.0067496,0.0158707,0.0488384,0.011627,0.0569266,0.0118391,0.00995574,0.00572542,0.00650053,0.0248325,0.0238252,0.0234607,0.00385545,0.00595987,0.0107378,0.00468207,0.0100481,0.0105709,0.0491849,0,0,0.0747903
542,0.0193827,0.00839633,0.0048821,0.0540805,0.0250189,0.0192222,0.0439702,0.00794081,0.00718659,0.0115037,0.0150446,0.0314385,0.0116609,0.00326755,0.00472751,0.0179128,0.011534,0.013772,0.00950899,0.00650185,0.0157488,0.0485965,0.0116006,0.0563378,0.0118843,0.0103946,0.00510829,0.00651775,0.0250541,0.024028,0.0234932,0.0034656,0.00537198,0.0108618,0.00485675,0.0102327,0.0107782,0.0490165,0,0,0.0749247
543,0.0192459,0.00856957,0.00467366,0.0539035,0.0247882,0.0191681,0.0434566,0.00787318,0.00723219,0.0113646,0.0148137,0.0316035,0.0116366,0.00303365,0.00453065,0.0178668,0.011388,0.0136284,0.0094813,0.00654963,0.0156081,0.048309,0.0115392,0.0557117,0.0120037,0.010801,0.00420182,0.00664069,0.0253367,0.0241818,0.0235353,0.00371288,0.00503276,0.0110196,0.00510503,0.0103795,0.0109007,0.048876,0,0,0.0749844
544,0.0191007,0.00869264,0.00444551,0.053771,0.0247536,0.0190479,0.042867,0.0079167,0.00733589,0.0111597,0.0145675,0.031722,0.0116451,0.00322827,0.00437659,0.0177838,0.011386,0.0134654,0.00948367,0.00672613,0.0154284,0.0480091,0.0114476,0.0551044,0.0121816,0.0111536,0.00334805,0.00663492,0.0257315,0.024275,0.0235573,0.00483379,0.00486392,0.011193,0.00523235,0.0105107,0.0108926,0.0487555,0,0,0.0749889
545,0.0189742,0.00871854,0.00419685,0.0536599,0.0253686,0.0189068,0.0422651,0.0080518,0.00743139,0.0108429,0.0143767,0.0318236,0.0116978,0.00381186,0.00441133,0.0176697,0.0114355,0.0133236,0.00951546,0.00717279,0.0152215,0.0477413,0.0113953,0.0545257,0.0124012,0.011467,0.00261321,0.00632846,0.0261807,0.0242546,0.0235336,0.00631882,0.00474106,0.0113812,0.00538572,0.010624,0.0106949,0.0486454,0,0,0.0749319
546,0.0188643,0.00863815,0.00403943,0.0535768,0.0258242,0.0187143,0.0417122,0.0082764,0.00744598,0.0104294,0.014286,0.0319071,0.0117149,0.00461995,0.00456057,0.0175167,0.0114825,0.0132625,0.00961753,0.00760796,0.0150063,0.0474864,0.0113561,0.0539873,0.0126426,0.0117424,0.00205801,0.00600286,0.026645,0.0240903,0.0234955,0.00759255,0.00468433,0.0115647,0.00531803,0.010644,0.0103595,0.0485689,0,0,0.0747889
547,0.0187562,0.00850788,0.00401094,0.0535043,0.0262338,0.0184948,0.0412089,0.00853298,0.00730307,0.00990777,0.014264,0.0319333,0.0118087,0.00543018,0.0043799,0.0173066,0.0115144,0.0133059,0.00977847,0.00794542,0.0148073,0.0472832,0.0112743,0.0535157,0.0128637,0.0119592,0.001738,0.00595192,0.0270736,0.0239078,0.0234352,0.00840295,0.00467417,0.0117765,0.00523455,0.0105694,0.00990397,0.0485279,0,0,0.0745968
548,0.018624,0.00832142,0.00413425,0.0534418,0.0268139,0.0182886,0.0408003,0.00876726,0.00699205,0.00925792,0.0142646,0.0319053,0.0119718,0.00609033,0.00438195,0.0170269,0.0115496,0.0133875,0.00998444,0.00823052,0.0145488,0.0471902,0.0111604,0.0531274,0.0130741,0.0121225,0.00164878,0.00608824,0.0275076,0.0237426,0.0233397,0.00877179,0.00473235,0.0119837,0.00515336,0.0105534,0.00936126,0.0485463,0,0,0.0744007
549,0.0185044,0.00811021,0.00447264,0.0534046,0.0275564,0.0180929,0.0405022,0.00893409,0.00656196,0.00847623,0.0142828,0.0318924,0.0122114,0.00651224,0.00451476,0.0166709,0.0115871,0.0135644,0.0102088,0.00848159,0.0142509,0.0471448,0.0110556,0.0528722,0.0132812,0.0122475,0.00187864,0.00624722,0.0279403,0.0235425,0.0231542,0.00871418,0.00484993,0.0121444,0.00505631,0.0105324,0.00873228,0.0486147,0,0,0.0743701
550,0.0184095,0.00789014,0.0051182,0.0533804,0.0282712,0.0178894,0.0403317,0.00905592,0.00611083,0.00754279,0.0143371,0.0318606,0.0123827,0.00675491,0.00435446,0.0162232,0.0115346,0.0137872,0.0104559,0.00860407,0.0138723,0.0471385,0.0109419,0.0527509,0.0134439,0.0123468,0.00232085,0.00650924,0.028363,0.0232759,0.0227131,0.00836348,0.00502554,0.0122739,0.00490102,0.0104842,0.00797634,0.0486918,0,0,0.0746065
551,0.0183588,0.00764165,0.00607372,0.0533622,0.0288634,0.0177752,0.0403112,0.00905452,0.00571411,0.00655291,0.0144797,0.0317626,0.0125473,0.0070597,0.00432374,0.0156559,0.0115218,0.0140824,0.0107303,0.00845452,0.0134096,0.047222,0.010855,0.0527271,0.0135752,0.0123949,0.0027987,0.00675871,0.0287048,0.0229782,0.0219991,0.00794101,0.00528421,0.0123718,0.00470585,0.010389,0.0071226,0.048753,0,0,0.0750655
552,0.018345,0.0073869,0.00713961,0.0533193,0.0297582,0.0179145,0.0404333,0.00886787,0.00539999,0.00570079,0.0148061,0.0316154,0.0126494,0.0074541,0.00478831,0.0149772,0.0115576,0.0143979,0.0109725,0.00810452,0.0129153,0.0473793,0.0107792,0.0528245,0.0136814,0.0124096,0.00325934,0.00696503,0.0289388,0.0226769,0.021313,0.00766498,0.00566306,0.0124237,0.00450399,0.0103293,0.0063056,0.0488013,0,0,0.0755084
553,0.0182951,0.00715051,0.00827699,0.0532568,0.0307164,0.0181845,0.0406631,0.00860931,0.00520935,0.00515114,0.0153197,0.0314559,0.0128313,0.00788425,0.00535324,0.0141858,0.0115895,0.0146125,0.0112003,0.00793085,0.012414,0.0475768,0.0106829,0.0530636,0.0137834,0.0123685,0.00369582,0.00704994,0.0290883,0.0223676,0.0207164,0.00772756,0.00615963,0.0124209,0.0042951,0.010318,0.00549987,0.0488179,0,0,0.0758596
554,0.0182266,0.00689904,0.00936106,0.0532401,0.0311194,0.0185326,0.0410154,0.0083641,0.00514078,0.005173,0.0160129,0.0312408,0.0130841,0.00845787,0.00579325,0.0132396,0.0115931,0.0147137,0.0113538,0.00783996,0.0119606,0.0478126,0.0105533,0.0534193,0.0138868,0.0123151,0.0041007,0.00706931,0.0291931,0.0220402,0.0200631,0.00794294,0.00656094,0.0123326,0.00410013,0.0103659,0.00471217,0.0487865,0,0,0.0762372
555,0.0182121,0.00660768,0.0102331,0.0533456,0.0316644,0.018907,0.0414857,0.00810462,0.00519511,0.00573457,0.0168423,0.0309564,0.0131338,0.00925259,0.00609742,0.0122005,0.0116549,0.0148181,0.0115559,0.00780367,0.0116117,0.0481184,0.0103988,0.0538785,0.0139918,0.0122662,0.00448018,0.00716177,0.0292377,0.0217115,0.019439,0.00820232,0.00663415,0.0121799,0.00394015,0.0104134,0.00400803,0.0486446,0,0,0.0766107
556,0.0181814,0.00632035,0.0107058,0.0534134,0.0321397,0.0192316,0.0420628,0.00782672,0.00534,0.00640662,0.0177851,0.0306428,0.0132079,0.0103001,0.00640314,0.0111961,0.0118597,0.0147738,0.0116407,0.0078605,0.0113674,0.0484819,0.0102071,0.0544509,0.0140698,0.0121709,0.00483399,0.00735875,0.0291996,0.0214007,0.0191251,0.00850539,0.00680142,0.0119627,0.00381799,0.0104582,0.00341774,0.0483396,0,0,0.0767283
